vax2	ephb2b
zic2a	nrxn1a
foxn3	nrxn1a
zic2a	six3b
sox1b	six3b
gli1	six3b
vax2	six3b
vax2	pax2b
nr2e1	six3a
vax1	pax2a
foxg1a	pax2a
sox1b	cxcl12a
foxn3	cxcl12a
vax1	cxcl12a
vax2	six6a
vax1	six6a
foxg1a	six6a
pax2a	six6a
pax2b	six6a
cux1a	six6a
sox1b	six6a
sox1b	pkdcca
foxn3	apln
vax1	traf4a
vax2	nxn
vax2	nid2a
vax1	eno4
vax1	shtn1
vax1	atp6v1ba
vax2	eno4
vax2	shtn1
vax2	atp6v1ba
gli1	eno4
gli1	atp6v1ba
gli1	shtn1
foxn3	eno4
foxn3	atp6v1ba
foxn3	shtn1
pax2b	atp6v1ba
pax2b	shtn1
pax2b	eno4
foxg1a	atp6v1ba
foxg1a	shtn1
foxg1a	eno4
vax1	atp6v1ba
vax1	shtn1
vax1	eno4
pax2a	atp6v1ba
pax2a	shtn1
pax2a	eno4
foxn3	atp6v1ba
foxn3	shtn1
foxn3	eno4
foxg1a	eno4
foxg1a	atp6v1ba
foxg1a	shtn1
foxg1a	vax1
foxn3	eno4
foxn3	atp6v1ba
foxn3	shtn1
foxn3	vax1
vax2	atp6v1ba
vax2	vax1
vax2	eno4
vax2	shtn1
gli1	atp6v1ba
gli1	vax1
gli1	eno4
gli1	shtn1
vax2	vax1
vax2	atp6v1ba
vax2	eno4
vax2	shtn1
six3b	eno4
six3b	atp6v1ba
six3b	shtn1
six3b	vax1
foxg1a	eno4
foxg1a	atp6v1ba
foxg1a	shtn1
foxg1a	vax1
six3a	eno4
six3a	atp6v1ba
six3a	shtn1
six3a	vax1
pax2b	smoc1
pax2a	smoc1
vax2	rfx4
pax2b	rgma
pax2a	rgma
vax2	nedd9
lhx9	nedd9
vax1	nedd9
vax2	egfra
vax1	nr2e1
vax2	nr2e1
lhx9	nr2e1
sox1b	crb1
vax2	samd11
foxg1a	her9
vax2	her9
sox1b	her9
sox1b	her9
vax1	her9
vax2	her9
pax2b	epha2b
pax2a	epha2b
vax2	epha2b
vax1	epha2b
vax2	scube3
vax2	rdh10a
vax1	rdh10a
pax2a	sulf1
pax2b	sulf1
vax2	cadps2
foxn3	cadps2
foxn3	fezf1
foxn3	aass
cux1a	fezf1
cux1a	aass
cux1a	cadps2
zic2a	fezf1
zic2a	aass
zic2a	cadps2
vax2	pdgfab
vax1	chfr
vax1	fbrsl1
vax2	chfr
vax2	fbrsl1
vax2	lmo4a
vax2	lmo4a
vax2	lmo4a
vax2	kank1a
lhx9	lix1
lhx2b	bmpr1ba
lhx9	bmpr1ba
foxg1a	dennd2b
pax2a	tjp1a
pax2b	tjp1a
gli1	plekhg4
cux1a	irx3a
lhx2b	irx3a
vax1	irx3a
vax2	irx3a
gli1	vax2
gli1	vax2
vax1	aldh1a3
vax2	aldh1a3
foxg1a	dmrta2
lhx9	dmrta2
vax2	dmrta2
vax1	dmrta2
foxn3	dmrta2
vax1	dmrta2
foxg1a	lhx2b
foxn3	lhx2b
vax2	lhx2b
vax1	lhx2b
pax2a	zic2a18:15299217-15300113
pax2b	zic2a18:15299217-15300113
